SWITCHBOT_CHECKBOX1	6/7 einblenden
OWN_LOGIN_FAILURE_EPVP	Versuch auf EPVP zu handeln
OWN_LOGIN_FAILURE_HWIDB	Zugriff verweigert.
OWN_LOGIN_FAILURE_MAINT	Maintenance/Wartung
OWN_LOGIN_FAILURE_PERM	Virtuelles Hausverbot, keine Diskussion.
OWN_LOGIN_FAILURE_PWCHANGE	Please change your password
OWN_LOGIN_FAILURE_SCAM	This account was hacked, please contact the Team
OWN_LOGIN_FAILURE_TRADE	Server Trading/Permanently Banned
OWN_LOGIN_FAILURE_TS3	Please come to our teamspeak server
OWN_LOGIN_FAILURE_WHWID	PC is not enabled for this account
PARTY_ANSWER_TIMEOVER	Die Einladung wurde abgelehnt.
PARTY_BONUS_ATTACKER	Angriffswert: +{}
PARTY_BONUS_BERSERKER	Angriffsgeschwindigkeit: +{}%
PARTY_BONUS_BUFFER	Fertigkeitsdauer: +{}%
PARTY_BONUS_DEFENDER	Verteidigung: +{}
PARTY_BONUS_EXP	Bonus-EXP: {}%
PARTY_BONUS_SKILL_MASTER	Max. MP: +{}
PARTY_BONUS_TANKER	Max. TP: +{}
PARTY_BREAK_UP	Gruppe auflösen
PARTY_DO_YOU_ACCEPT	  möchte der Gruppe beitreten.
PARTY_DO_YOU_JOIN	  hat dich in seine Gruppe eingeladen. Annehmen?
PARTY_EXP_DISTRIBUTION_MODE	EXP-Verteilung
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Keine Reduzierung
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Gruppenmitglieder erhalten gleich viele EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	Verteilung mit Bonus
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Gruppenmitglieder erhalten geteilte EXP.
PARTY_HEAL_ALL_MEMBER	Alles wiederherstellen
PARTY_INCREASE_AREA_150	Reichweite der Gruppe um Faktor 1,5 erhöht.
PARTY_INCREASE_AREA_200	Reichweite der Gruppe um Faktor 2 erhöht.
PARTY_LEAVE	Gruppe verlassen
PARTY_LONGTIME_BONUS_EXP	Bonus-EXP für langes Gruppenspiel: +{}%
PARTY_MEMBER_OFFLINE	[Offline]
PARTY_RECALL_MEMBER	Gruppenmitglied herbeirufen.
PARTY_REGEN_BONUS	Bonus für TP- + MP-Regeneration: +{}%
PARTY_REQUEST_DENIED	Deine Anfrage wurde abgelehnt.
PARTY_SET_ATTACKER	Als Angreifer festlegen.
PARTY_SET_BERSERKER	Als Berserker festlegen.
PARTY_SET_BUFFER	Als Blocker festlegen.
PARTY_SET_DEFENDER	Als Verteidiger festlegen.
PARTY_SET_NORMAL	Einstellung widerrufen.
PARTY_SET_SKILL_MASTER	Als Fertigkeitsmeister festlegen.
PARTY_SET_TANKER	Als Nahkämpfer festlegen.
PARTY_SKILL_ATTACKER	Basis-Angriffswert Angreifer +{:.0f}
PARTY_SKILL_BERSERKER	Angriffsgeschwindigkeit Berserker +{:.0f}
PARTY_SKILL_BUFFER	Fertigkeitsdauer Blocker +{:.0f}
PARTY_SKILL_DEFENDER	Verteidigung Verteidiger +{:.0f}
PARTY_SKILL_HP_REGEN	TP-Regeneration +{:.0f}
PARTY_SKILL_PARTY_AREA	Gruppenreichweite +{:.0f}
PARTY_SKILL_SKILL_MASTER	Max. MP Fertigkeitsmeister +{:.0f}
PARTY_SKILL_SP_REGEN	MP-Regeneration +{:.0f}
PARTY_SKILL_TANKER	Max. TP Nahkämpfer +{:.0f}
PARTY_SKILL_WARP	In der Lage, Gruppenmitglieder herbeizurufen.
PASSWORD_TITLE	Lagerkennwort
PET_BAG_DESC	{}
PET_CAN_NOT_EGG_ITEM_USE	Du kannst den Brutkasten nicht öffnen, während du handelst, dein Lager oder einen privaten Laden geöffnet hast.
PET_CAN_NOT_FEED_SPLIT_ITEM	Du kannst keinen geteilten Gegenstand in dieses Fenster legen.
PET_CAN_NOT_FEED_TYPE	Auf diese Art kannst du dein Pet leider nicht füttern. Versuche es bitte mit einer anderen Aktion.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Um das Pet zu trainieren und auf die nächste Entwicklungsstufe zu heben, muss es Level {} haben.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Um das Pet zu trainieren und auf die nächste Entwicklungsstufe zu heben, muss es 100% Erfahrung haben.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Dein Pet hat bereits die höchste Entwicklungsstufe erreicht.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Du kannst keinen privaten Laden öffnen, wenn du dein Pet gerufen hast.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Um das Pet zu trainieren und auf die nächste Entwicklungsstufe zu heben, muss es {} Tage alt sein.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Du kannst dein Pet nicht rufen, da die Laufzeit bereits abgelaufen ist.
PET_CAN_NOT_USE_BAG	Du kannst die Transportbox nicht verwenden, weil dein Pet bereits abgelaufen ist.
PET_HATCHING_ACCEPT	Möchtest du dein Pet "{}" nennen?
PET_HATCHING_MONEY	Preis: {}
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Wenn der Brutkasten geöffnet ist, kannst du keine Interaktionen durchführen.
PET_INFORMATION_STAGE1	Jung
PET_INFORMATION_STAGE2	Wild
PET_INFORMATION_STAGE3	Tapfer
PET_INFORMATION_STAGE4	Heldentraining
PET_INFO_EXP	Aktuelle Erfahrung:
PET_INFO_ITEM_EXP	Aktuelle Item EXP
PET_INFO_NEXT_EXP	Verbleibende Erfahrung:
PET_INFO_NEXT_ITEM_EXP	Verbleibende Item EXP
PET_MSG_NOT_ENOUGH_MONEY	Du hast nicht genügend Yang.
PET_NAME_CHANGE_ACCEPT	Möchtest du den Namen deines Pets in "{}" ändern?
PET_NAME_MIN	Der eingegebene Name ist zu kurz.
PET_SKILL_DELETE_QUESTION_DLG_MSG	Die Fertigkeiten sind jetzt verfügbar.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Möchtest du das Heldentraining mit "{}" beginnen?
PET_SKILL_TOOLTIP_COOLTIME	Abklingzeit: {} Sekunden
PET_SKILL_TOOLTIP_DURATION	Dauer: {} Sekunden
PET_SKILL_TOOLTIP_HEAL	Wenn deine TP unter 20%% sinkt, erhältst du eine \r\r\n {}% Chance, die TP um {} zu erhöhen.
PET_SKILL_TOOLTIP_INVINVIBILITY	Dein Charakter wird mit einer {}% Chance unbesiegbar,\r\r\n wenn deine TP unter 10%% sinkt. \r\r\n Dauer des Effekts: {:.1f} Sekunden.
PET_SKILL_TOOLTIP_REMOVAL	Entfernt sofort alle Effekte wie Gift, Verlangsamung \r\r\n oder Blutung mit einer {}% Chance,\r\r\n wenn dein Charakter betroffen ist.
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Heldentraining auf die nächste Stufe heben?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Kosten: {}
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Verteidigung
PET_TOOLTIP_HP	TP
PET_TOOLTIP_LEVEL	Level
PET_TOOLTIP_LIFETIME_OVER	Abgelaufen
PET_TOOLTIP_SKILL_BONUS_VALUE	im Heldentraining
PET_TOOLTIP_SKILL_CUR_LEVEL	Level: {}
PET_TOOLTIP_SKILL_NEXT_LEVEL	Nächstes Level: {} (max. {})
PET_TOOLTIP_SP	MP
PET_TOOLTIP_TRADABLE	Handelbar
PET_TOOLTUP_SKILL	{} (Stufe {})
PICK_ITEM_TITLE	Gegenstandsnr.
PICK_MONEY_TITLE	Betrag
POLYMORPH_AFFECT_REMOVE_QUESTION	Bist du dir sicher das du dich zurück verwandeln willst?
POLYMORPH_AFFECT_TOOLTIP	Verwandlungskugel
PRIVATESHOPSEARCH_ABLITY_POTION	Tau
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Feines Tuch
PRIVATESHOPSEARCH_ARMOR	Ausrüstung
PRIVATESHOPSEARCH_ARROW	Pfeile
PRIVATESHOPSEARCH_BELL	Glocken
PRIVATESHOPSEARCH_BELT	Gürtel
PRIVATESHOPSEARCH_BLEND	Tränke
PRIVATESHOPSEARCH_BLOOD_PEARL	Blutrote/Goldene Perle
PRIVATESHOPSEARCH_BLUE_PEARL	Blaue/Lilane Perle
PRIVATESHOPSEARCH_BODY	Rüstungen
PRIVATESHOPSEARCH_BOW	Bogen
PRIVATESHOPSEARCH_BUYTIME	Möchtest du den ausgewählten Gegenstand kaufen?
PRIVATESHOPSEARCH_CLAW	Krallen
PRIVATESHOPSEARCH_CLEAR_POTION	Elixiere
PRIVATESHOPSEARCH_COSTUME	Kostüme
PRIVATESHOPSEARCH_COSTUMEBODY	Kostüm
PRIVATESHOPSEARCH_COSTUMEHAIR	Frisur
PRIVATESHOPSEARCH_COSTUME_ACCE	Schulterbänder
PRIVATESHOPSEARCH_COSTUME_MOUNT	Mount
PRIVATESHOPSEARCH_COSTUME_WEAPON	Waffenkostüm
PRIVATESHOPSEARCH_CRYSTAL	Kristall
PRIVATESHOPSEARCH_DAGGER	Dolche
PRIVATESHOPSEARCH_DEAD	tot
PRIVATESHOPSEARCH_DETACHMENT	Stein-Handbuch
PRIVATESHOPSEARCH_DIAMOND	Diamant
PRIVATESHOPSEARCH_DS	Drachensteinalchemie
PRIVATESHOPSEARCH_DS_BLACK	Onyx
PRIVATESHOPSEARCH_DS_BLUE	Saphir
PRIVATESHOPSEARCH_DS_GREEN	Jade
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diamant
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Ohrringe
PRIVATESHOPSEARCH_FAN	Fächer
PRIVATESHOPSEARCH_FISH	Fische
PRIVATESHOPSEARCH_FOOTS	Schuhe
PRIVATESHOPSEARCH_GEM	Edelsteine
PRIVATESHOPSEARCH_GIFTBOX	Truhen
PRIVATESHOPSEARCH_HEAD	Helme
PRIVATESHOPSEARCH_LIVE	lebendig
PRIVATESHOPSEARCH_MATERIAL	Materialien
PRIVATESHOPSEARCH_METIN	Geiststeine
PRIVATESHOPSEARCH_NECK	Halsketten
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Du kannst ohne das richtige Bündel keine Gegenstände kaufen.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Du kannst ohne das richtige Bündel keine Gegenstände suchen.
PRIVATESHOPSEARCH_NODELAY_POTION	HP Gegenstände
PRIVATESHOPSEARCH_ORE	Erz
PRIVATESHOPSEARCH_PET	Petsystem
PRIVATESHOPSEARCH_PETAGG	Pet-Eier
PRIVATESHOPSEARCH_PETSKILLBOOK	Pet-Fertigkeitsbücher
PRIVATESHOPSEARCH_PICK	Spitzhacken
PRIVATESHOPSEARCH_POTION	Tränke
PRIVATESHOPSEARCH_QUEST	Quest
PRIVATESHOPSEARCH_QUIVER	Pfeilköcher
PRIVATESHOPSEARCH_RESOURCE	Gegenstandsverbesserung
PRIVATESHOPSEARCH_RING	Ringe
PRIVATESHOPSEARCH_ROD	Angeln
PRIVATESHOPSEARCH_SELECTITEM	Gegenstand ausgewählt
PRIVATESHOPSEARCH_SHIELD	Schilde
PRIVATESHOPSEARCH_SKILLBOOK	Fertigkeitsbücher
PRIVATESHOPSEARCH_SKILLFORGET	Buch des Vergessens
PRIVATESHOPSEARCH_SPECIAL	Sonstiges
PRIVATESHOPSEARCH_STONE	Energiesplitter
PRIVATESHOPSEARCH_SWORD	Einhandschwerter
PRIVATESHOPSEARCH_TREASUREBOX	Truhen
PRIVATESHOPSEARCH_TUNING	Schriftrollen
PRIVATESHOPSEARCH_TWOSWORD	Zweihandschwerter
PRIVATESHOPSEARCH_UNIQUE	Einzigartig
PRIVATESHOPSEARCH_USEITEM	Verbrauchsgegenstände
PRIVATESHOPSEARCH_USESPECIAL	Sonstiges
PRIVATESHOPSEARCH_WEAPON	Waffen
PRIVATESHOPSEARCH_WHITE_PEARL	Weiße/Grüne Perle
PRIVATESHOPSEARCH_WRIST	Armbänder
PRIVATE_SHOP_CANNOT_SELL_ITEM	Du kannst diesen Gegenstand nicht in einem privaten Laden verkaufen.
PRIVATE_SHOP_CLOSE_QUESTION	Möchtest du den privaten Laden schließen?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Name des privaten Ladens
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Preis
PRIVATE_SHOP_IS_EMPTY	Du kannst keinen leeren Laden eröffnen.
PVP_LEVEL0	Gott
PVP_LEVEL1	Gottesgleicher
PVP_LEVEL2	Hunter
PVP_LEVEL3	Witcher
PVP_LEVEL4	Ragnarok
PVP_LEVEL5	Void Walker
PVP_LEVEL6	Raikage
PVP_LEVEL7	Imperator
PVP_LEVEL8	Virtuose
PVP_LEVEL9	Herrscher
PVP_LEVEL10	Seelendieb
PVP_LEVEL11	Hokage
PVP_LEVEL12	Anbu
PVP_LEVEL13	Major
PVP_LEVEL14	Super Saiyajin
PVP_LEVEL15	Saiyajin
PVP_LEVEL16	Gladiator
PVP_LEVEL17	Abgestoßener
PVP_LEVEL18	Legendärer
PVP_LEVEL19	Göttlicher
PVP_LEVEL20	Unsterblicher
PVP_LEVEL21	Heiliger
PVP_LEVEL22	Gesegneter
PVP_LEVEL23	Monarch
PVP_LEVEL24	Baron
PVP_LEVEL25	König
PVP_LEVEL26	Prinz
PVP_LEVEL27	Fürst
PVP_LEVEL28	Adliger
PVP_LEVEL29	Zeitloser
PVP_LEVEL30	|cff00ffffDer Held
PVP_LEVEL31	Einzigartiger
PVP_LEVEL32	Ehrenwerter
PVP_LEVEL33	Gutmütiger
PVP_LEVEL34	Sympathischer
PVP_LEVEL35	Neutral
PVP_LEVEL36	Sensibler
PVP_LEVEL37	Schamloser
PVP_LEVEL38	Ungezogener
PVP_LEVEL39	Kampfbereiter
PVP_LEVEL40	Bösartiger
PVP_LEVEL41	|cffff0000Grausam
PVP_LEVEL42	Hasserfüllter
PVP_LEVEL43	Giftiger
PVP_LEVEL44	Teuflischer
PVP_LEVEL45	Grausamer
PVP_LEVEL46	Attentäter
PVP_LEVEL47	Verdammter
PVP_LEVEL48	Verfluchter
PVP_LEVEL49	Gottloser
PVP_LEVEL50	Dämon
PVP_LEVEL51	Schattenjäger
PVP_LEVEL52	Blutrünstiger
PVP_LEVEL53	Abtrünniger
PVP_LEVEL54	Todesritter
PVP_LEVEL55	Ghoul
PVP_LEVEL56	Albtraum
PVP_LEVEL57	Untoter
PVP_LEVEL58	Oni
PVP_LEVEL59	Luzifer
PVP_LEVEL60	Blutgott
PVP_LEVEL61	Satan
PVP_LEVEL0_FEMALE	Göttin
PVP_LEVEL1_FEMALE	Gottesgleiche
PVP_LEVEL2_FEMALE	Engel
PVP_LEVEL3_FEMALE	Elfe
PVP_LEVEL4_FEMALE	Cutie
PVP_LEVEL5_FEMALE	Sternenkind
PVP_LEVEL6_FEMALE	Ginger
PVP_LEVEL7_FEMALE	Titania
PVP_LEVEL8_FEMALE	Seraphine
PVP_LEVEL9_FEMALE	Herrscherin
PVP_LEVEL10_FEMALE	Seelendiebin
PVP_LEVEL11_FEMALE	Hokage
PVP_LEVEL12_FEMALE	Anbu
PVP_LEVEL13_FEMALE	Kommandantin
PVP_LEVEL14_FEMALE	Karifura
PVP_LEVEL15_FEMALE	Kunoichi
PVP_LEVEL16_FEMALE	Verzauberte
PVP_LEVEL17_FEMALE	Legendäre
PVP_LEVEL18_FEMALE	Göttliche
PVP_LEVEL19_FEMALE	Unsterbliche
PVP_LEVEL20_FEMALE	Heilige
PVP_LEVEL21_FEMALE	Gesegnete
PVP_LEVEL22_FEMALE	Kaiserin
PVP_LEVEL23_FEMALE	Monarchin
PVP_LEVEL24_FEMALE	Baroness
PVP_LEVEL25_FEMALE	Königin
PVP_LEVEL26_FEMALE	Prinzessin
PVP_LEVEL27_FEMALE	Edeldame
PVP_LEVEL28_FEMALE	Zeitlose
PVP_LEVEL29_FEMALE	Mystische
PVP_LEVEL30_FEMALE	|cff00ffffDer Held
PVP_LEVEL31_FEMALE	Ehrenwerte
PVP_LEVEL32_FEMALE	Gutmütige
PVP_LEVEL33_FEMALE	Sympathische
PVP_LEVEL34_FEMALE	Kleine
PVP_LEVEL35_FEMALE	Neutral
PVP_LEVEL36_FEMALE	Sensible
PVP_LEVEL37_FEMALE	Schamlose
PVP_LEVEL38_FEMALE	Ungezogene
PVP_LEVEL39_FEMALE	Kampfbereite
PVP_LEVEL40_FEMALE	Bösartige
PVP_LEVEL41_FEMALE	|cffff0000Grausam
PVP_LEVEL42_FEMALE	Hasserfüllte
PVP_LEVEL43_FEMALE	Giftige	
PVP_LEVEL44_FEMALE	Teuflische
PVP_LEVEL45_FEMALE	Grausame
PVP_LEVEL46_FEMALE	Verbannte
PVP_LEVEL47_FEMALE	Verdammte
PVP_LEVEL48_FEMALE	Verfluchte
PVP_LEVEL49_FEMALE	Gottlose
PVP_LEVEL50_FEMALE	Dämonin
PVP_LEVEL51_FEMALE	Succubus
PVP_LEVEL52_FEMALE	Blutrünstige
PVP_LEVEL53_FEMALE	Abtrünnige
PVP_LEVEL54_FEMALE	Hexe
PVP_LEVEL55_FEMALE	Ghoula
PVP_LEVEL56_FEMALE	Albtraum
PVP_LEVEL57_FEMALE	Kijo
PVP_LEVEL58_FEMALE	Gefallener Engel
PVP_LEVEL59_FEMALE	Blutgöttin
PVP_LEVEL60_FEMALE	Höllenfürstin
PVP_LEVEL61_FEMALE	Lilith
HGUARD_CODE_ONLY_ALPHANUM	Du kannst nur alphanumerische Zeichen benutzen.
PVP_MODE_GUILD	PvP - Gilde aktiviert
PVP_MODE_KILL	PvP - Frei aktiviert
PVP_MODE_NORMAL	PvP - Frieden aktiviert
PVP_MODE_PROTECT	PvP - Schutz aktiviert
PVP_MODE_REVENGE	PvP - Feindlich aktiviert
PVP_OPTION_KILL	Frei
PVP_OPTION_NORMAL	Frieden
PVP_OPTION_PROTECT	Schutz
PVP_OPTION_REVENGE	Feindlich
QUEST_APPEND	Laufender Auftrag: {}
QUEST_MIN	Min.
QUEST_SEC	Sek.
QUEST_TIMEOVER	Zeit abgelaufen
QUEST_UNLIMITED_TIME	Keine Zeitbeschränkung
QUEST_ZEROSEC	0 Sek.
QUICKSLOT_REGISTER_DISABLE_ITEM	Dieser Gegenstand kann nicht zum Schnellzugriffsfeld hinzugefügt werden.
RECEIVE_MESSAGE	{} hat dir eine Nachricht gesendet.
REFINE_COST	Verbesserungskosten: {} Yang
REFINE_COST_AND_PERC	Chance: {}%\nKosten: {} Yang
REFINE_DESTROY_WARNING	Der Gegenstand könnte beim Veredeln zerstört werden.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Möchtest du den Gegenstand wirklich upgraden?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Bei einem Fehlschlag wird der Gegenstand zerstört. Möchtest du fortfahren?
REFINE_DOWN_GRADE_WARNING	Der Gegenstand könnte beim Veredeln schlechter werden.
REFINE_DO_YOU_SEPARATE_METIN	Alle vorhandenen Geiststeine entfernen?
REFINE_FAILURE	Tja, hat nicht geklappt! Wir haben versagt.
REFINE_FAILURE_CAN_NOT_ATTACH_STR	{} kann diesem Gegenstand nicht beigefügt werden.
REFINE_FAILURE_EQUIP_ITEM	Du kannst keine ausgerüsteten Gegenstände verbessern.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Es kann kein Geiststein entfernt werden.
REFINE_FAILURE_NEED_BETTER_SCROLL	Du benötigst eine bessere Verbesserungsschriftrolle.
REFINE_FAILURE_NO_GOLD_SOCKET	Es gibt keine Goldfassung, um {} beizufügen.
REFINE_FAILURE_NO_MORE_SOCKET	Du kannst keine weiteren Fassungen hinzufügen.
REFINE_FAILURE_NO_SOCKET0	Es gibt keine freie Fassung für den {}.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Auf diesem Gegenstand können keine Fassungen hinzugefügt werden.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Dieser Gegenstand kann nicht verbessert werden.
REFINE_SUCCESS	Die Gegenstandsverbesserung war erfolgreich.
REFINE_SUCCESS_PROBALITY	Verbesserungschance: {}%
REFINE_WARNING2	Möchtest du fortfahren?
SAFEBOX_ERROR	Du hast das falsche Kennwort eingegeben.
SAFEBOX_SELL_DISABLE_SAFEITEM	Du kannst keine der gespeicherten Gegenstände verkaufen.
SAFEBOX_WRONG_PASSWORD	Die Kennwörter müssen identisch sein.
SCREENSHOT_SAVE1	ist gespeichert in
SCREENSHOT_SAVE2	Screenshot-Ordner
SCREENSHOT_SAVE_FAILURE	Speichern des Screenshots fehlgeschlagen.
SCREENSHOT_SAVE_SUCCESS	Dein Screenshot wurde erfolgreich gespeichert {}.
SECOND	Sek
SELECT_ATTR_NOTICE	Du kannst keinen privaten Laden öffnen, während du Gegenstand verzaubern+ verwendest.
SELECT_ATTR_NOT_OPEN	Du kannst Gegenstand verzaubern+ nicht verwenden, wenn du einen privaten Laden geöffnet hast.
SELECT_ATTR_NOT_SELECT	Entscheide dich, ob du die Boni behalten oder austauschen möchtest.
SELECT_CAN_NOT_DELETE	Du kannst den Charakter nicht löschen.
SELECT_CHANGED_NAME	Du hast den Namen des Charakters geändert.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Der Charaktername existiert bereits.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Versuche es erneut.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Dies ist der falsche Charaktername.
SELECT_CHANGE_NAME_TITLE	Charakternamen ändern
SELECT_DELEING	Charakter wird gelöscht
SELECT_DELETED	Löschung erfolgreich.
SELECT_DO_YOU_DELETE_REALLY	Möchtest du fortfahren?
SELECT_EMPTY_SLOT	Dies ist ein leeres Feld.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Gib einen neuen Charakternamen ein.
SELECT_NOT_JOIN_GUILD	Keine Gilde
SELECT_STORAGE_MALL	Itemshop-Lager
SELECT_STORAGE_SAFEBOX	Lager
SELECT_STORAGE_GUILD	Gildenlager
SELECT_STORAGE_TITLE	Lager wählen
SHOP_BUY_INFO	Wähle im Ladenfenster den Gegenstand aus, den du kaufen möchtest.
SHOP_CANNOT_SELL_EQUIPMENT	Du kannst ausgerüstete Gegenstände nicht verkaufen.
SHOP_CANNOT_SELL_ITEM	Dieser Gegenstand ist nicht zu verkaufen.
SHOP_ERROR_UNKNOWN	Unbekannter Ladenfehler: {}
SHOP_EXCEED_LIMIT_TODAY	You've already exceeded your daily limit for using points.
SHOP_INVALID_POS	Dieser Gegenstand ist ungeeignet.
SHOP_INVENTORY_FULL	Im Inventar ist kein Platz mehr.
SHOP_LIMIT_TODAY	Daily limit: {} / {}
SHOP_MY_BATTLE_POINT	Combat points: {}
SHOP_ITEM_REMOVED	Ausverkauft
SHOP_NOT_ENOUGH_BATTLE_POINT	Du hast nicht genug Kampfpunkte.
SHOP_NOT_ENOUGH_MONEY	Du besitzt nicht genug Yang.
SHOP_NOT_ENOUGH_CASH	Du besitzt nicht genügend Coins.
SHOP_NOT_ENOUGH_MONEY_EX	Du hast nicht genügend {}.
SHOP_SELL_INFO	Wähle in deinem Inventarfenster den Gegenstand aus, den du verkaufen möchtest.
SHOP_SOLDOUT	Ausverkauft
SHOT_ERROR_UNKNOWN	Unbekannter Fehler beim Fernangriff: {}
SHOWN_QUEST_BUTTONS	Quests anzeigen
SKILL_BLEEDING	Bluten
SKILL_BOHO	Reflektieren
SKILL_BUDONG	Wird nicht mehr benutzt
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Du benötigst EXP, um diese Fertigkeit zu erlernen.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Du benötigst ein Buch, um diese Fertigkeit zu erlernen.
SKILL_CHEONGEUN	Starker Körper
SKILL_CRITICAL	Kritischer Treffer
SKILL_ENCHANT_POISON	Gift benutzen
SKILL_EUNHYEONG	Unsichtbar
SKILL_FAINT	Ohnmacht
SKILL_FIND_TRAP	Falle suchen
SKILL_FIRE	Verbrennen
SKILL_FISHMIND	Fischkugel ist aktiv
SKILL_GAMJI	Erfassen
SKILL_GEOMGYEONG	Aura des Schwertes
SKILL_GEONGON	SKILL_GEONGON Wird nicht mehr benutzt
SKILL_GICHEON	Hilfe des Drachen
SKILL_GIGONG	Chi-Rotation
SKILL_GONGPO	Furcht
SKILL_GRADE_NAME_GRAND_MASTER	{} Großmeister
SKILL_GRADE_NAME_MASTER	{} Meister
SKILL_GRADE_NAME_PERFECT_MASTER	{} Perfekter Meister
SKILL_GROUP_ASSASSIN_1	Nahka.
SKILL_GROUP_ASSASSIN_2	Fernka.
SKILL_GROUP_HORSE	Reitkunst
SKILL_GROUP_SHAMAN_1	Drachen
SKILL_GROUP_SHAMAN_2	Heilung
SKILL_GROUP_SURA_1	Waffen
SKILL_GROUP_SURA_2	Magie
SKILL_GROUP_WARRIOR_1	Körper
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GROUP_WOLFMAN_1	Instinkt
SKILL_GROUP_WOLFMAN_2	N.A
SKILL_GWIGEOM	Verzauberte Klinge
SKILL_GYEONGGONG	Federschreiten
SKILL_HEUKSIN	Dunkler Schutz
SKILL_HOSIN	Segen
SKILL_HWAYEOM	SKILL_HWAYEOM Wird nicht mehr benutzt
SKILL_HYEOLMA	SKILL_HYEOLMA Wird nicht mehr benutzt
SKILL_INC_ATKSPD	Angriffsgeschwindigkeit erhöht
SKILL_INC_MOVSPD	Bewegungsgeschwindigkeit erhöht
SKILL_INMA	SKILL_INMA Wird nicht mehr benutzt
SKILL_JEOJU	Fluch
SKILL_JEONGEOP	Heilen
SKILL_JEONGWI	Kampfrausch
SKILL_JEONSINBANGEO	Volle Verteidigung
SKILL_JEONSINGONGGYEOK	Voller Angriff
SKILL_JEUNGCHE	SKILL_JEUNGCHE Wird nicht mehr benutzt
SKILL_JEUNGHON	SKILL_JEUNGHON Wird nicht mehr benutzt
SKILL_JEUNGRYEOK	Angriff +
SKILL_JEUNGSOK	Geschwindigkeit +
SKILL_JIGAM	SKILL_JIGAM Wird nicht mehr benutzt
SKILL_JIPJUNG	SKILL_JIPJUNG Wird nicht mehr benutzt
SKILL_JUMAGAP	Verzauberte Rüstung
SKILL_JUMAGEOM	SKILL_JUMAGEOM Wird nicht mehr benutzt
SKILL_KWAEGEOM	SKILL_KWAEGEOM Wird nicht mehr benutzt
SKILL_KWAESOK	Schnelligkeit
SKILL_LEGBOUND	SKILL_LEGBOUND Wird nicht mehr benutzt
SKILL_MUSA	SKILL_MUSA Wird nicht mehr benutzt
SKILL_MUYEONG	Geist der Flamme
SKILL_NEED_EMPTY_BOTTLE	Ich habe keine leere Flasche.
SKILL_NEED_POISON_BOTTLE	Ich habe keine Giftflasche.
SKILL_ONLY_FOR_GUILD_WAR	Du kannst diese Fertigkeit nur in einem Gildenkrieg einsetzen.
SKILL_PABEOP	Zauber aufheben
SKILL_POWERFUL_STRIKE	Betäubungsangriff
SKILL_SEOMGWANG	Blitzbombe
SKILL_SINCHAK	SKILL_SINCHAK Wird nicht mehr benutzt
SKILL_SLEEP	Schlaf
SKILL_SLOW	Langsam
SKILL_STUN	Betäuben
SKILL_SUHO	Wächter
SKILL_SUMMON_DESCRIPTION	Chance der Beschwörung: {}%
SKILL_TOOLTIP_INT	Intelligenz
SKILL_TOOLTIP_LEVEL	Level
SKILL_TOXICDIE	Vergiftung
SKILL_TOXICPOWER	Giftangriffswert verbessert
SKILL_TUSOK	Geisterschlag
SKILL_WONSIN	SKILL_WONSIN Wird nicht mehr benutzt
